assembly_accession;bioproject;biosample;wgs_master;excluded_from_refseq;refseq_category;relation_to_type_material;taxid;species_taxid;organism_name;infraspecific_name;isolate;version_status;assembly_level;release_type;genome_rep;seq_rel_date;asm_name;submitter;gbrs_paired_asm;paired_asm_comp;ftp_path;filename;Completeness;;Contamination;directory;contigs_file;proteins_file;genes_file;Size;GC;New_Genus;New_Species;Strain;TypeSpecies
GCA_000012625.1;PRJNA13643;SAMN02598311;;;na;;110662;110662;Synechococcus sp. CC9605;strain=CC9605;;latest;Complete Genome;Major;Full;2005/10/27;ASM1262v1;DOE Joint Genome Institute;GCF_000012625.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/625/GCA_000012625.1_ASM1262v1;GCA_000012625.1_ASM1262v1;99.73;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000012625.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000012625.1_ASM1262v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000012625.1_ASM1262v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000012625.1_ASM1262v1_genomic_prodigal_genes.fna;2.510659;0.592176396714966;Parasynechococcus;africanus;CC9605;yes
GCA_000515235.1;PRJNA89559;SAMN02597268;AZXL00000000.1;;na;;110663;110663;Synechococcus sp. CC9616;strain=CC9616;;latest;Scaffold;Major;Full;2014/01/07;ASM51523v1;JGI;GCF_000515235.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/515/235/GCA_000515235.1_ASM51523v1;GCA_000515235.1_ASM51523v1;99.46;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_000515235.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000515235.1_ASM51523v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000515235.1_ASM51523v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000515235.1_ASM51523v1_genomic_prodigal_genes.fna;2.64591;0.5651930715708395;Parasynechococcus;sp.;CC9616;no
GCA_000161795.2;PRJNA37911;SAMN02436260;;;na;;166314;166314;Synechococcus sp. WH 8109;strain=WH 8109;;latest;Complete Genome;Major;Full;2014/01/09;ASM16179v2;Gordon and Betty Moore Foundation Marine Microbiology Initiative;GCF_000161795.2;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/795/GCA_000161795.2_ASM16179v2;GCA_000161795.2_ASM16179v2;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000161795.2;/home/vini/data/prosyn/processing/genomic_fna/GCA_000161795.2_ASM16179v2_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000161795.2_ASM16179v2_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000161795.2_ASM16179v2_genomic_prodigal_genes.fna;2.1115150000000003;0.6008609931731482;Parasynechococcus;marearabicus;WH 8109;yes
GCA_000153805.1;PRJNA13559;SAMN02436154;AATZ00000000.1;;na;;313625;313625;Synechococcus sp. BL107;strain=BL107;;latest;Scaffold;Major;Full;2006/10/23;ASM15380v1;The Gordon and Betty Moore Foundation Marine Microbiology Initiative;GCF_000153805.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/805/GCA_000153805.1_ASM15380v1;GCA_000153805.1_ASM15380v1;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000153805.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000153805.1_ASM15380v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000153805.1_ASM15380v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000153805.1_ASM15380v1_genomic_prodigal_genes.fna;2.285034;0.5420497025427192;Parasynechococcus;nordiatlanticus;BL107;yes
GCA_000012505.1;PRJNA13655;SAMN02598312;;;na;;316279;316279;Synechococcus sp. CC9902;strain=CC9902;;latest;Complete Genome;Major;Full;2005/10/26;ASM1250v1;DOE Joint Genome Institute;GCF_000012505.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/505/GCA_000012505.1_ASM1250v1;GCA_000012505.1_ASM1250v1;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000012505.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000012505.1_ASM1250v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000012505.1_ASM1250v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000012505.1_ASM1250v1_genomic_prodigal_genes.fna;2.234828;0.5416448156189201;Parasynechococcus;chilensis;CC9902;yes
GCA_900474085.1;PRJEB26976;SAMEA4707914;UCNU00000000.1;;na;;368491;368491;Synechococcus sp. UW86;;UW86;latest;Contig;Major;Full;2018/07/31;UW86;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900474085.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/085/GCA_900474085.1_UW86;GCA_900474085.1_UW86;99.73;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900474085.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900474085.1_UW86_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900474085.1_UW86_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900474085.1_UW86_genomic_prodigal_genes.fna;2.091288;0.6127754761658843;Parasynechococcus;sp.;UW86;no
GCA_900474185.1;PRJEB26976;SAMEA4707918;UCNW00000000.1;;na;;368493;368493;Synechococcus sp. UW69;;UW69;latest;Contig;Major;Full;2018/07/31;UW69;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900474185.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/185/GCA_900474185.1_UW69;GCA_900474185.1_UW69;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900474185.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900474185.1_UW69_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900474185.1_UW69_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900474185.1_UW69_genomic_prodigal_genes.fna;2.372121;0.5868575001022291;Parasynechococcus;sp.;UW69;no
GCA_900474015.1;PRJEB26976;SAMEA4707917;UCNV00000000.1;;na;;368495;368495;Synechococcus sp. UW106;;UW106;latest;Contig;Major;Full;2018/07/31;UW106;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900474015.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/015/GCA_900474015.1_UW106;GCA_900474015.1_UW106;99.73;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_900474015.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900474015.1_UW106_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900474015.1_UW106_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900474015.1_UW106_genomic_prodigal_genes.fna;2.479535;0.5795885115555941;Parasynechococcus;sp.;UW106;no
GCA_000737575.1;PRJNA207983;SAMN02202184;;;na;;585423;585423;Synechococcus sp. KORDI-49;strain=KORDI-49;;latest;Complete Genome;Major;Full;2014/08/04;ASM73757v1;Korea Institute of Ocean Science and Technology;GCF_000737575.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/575/GCA_000737575.1_ASM73757v1;GCA_000737575.1_ASM73757v1;99.37;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000737575.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000737575.1_ASM73757v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000737575.1_ASM73757v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000737575.1_ASM73757v1_genomic_prodigal_genes.fna;2.585813;0.6136777872181786;Parasynechococcus;sp.;KORDI-49;no
GCA_000737595.1;PRJNA207984;SAMN02202185;;;na;;585425;585425;Synechococcus sp. KORDI-52;strain=KORDI-52;;latest;Complete Genome;Major;Full;2014/08/04;ASM73759v1;Korea Institute of Ocean Science and Technology;GCF_000737595.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/595/GCA_000737595.1_ASM73759v1;GCA_000737595.1_ASM73759v1;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000737595.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000737595.1_ASM73759v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000737595.1_ASM73759v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000737595.1_ASM73759v1_genomic_prodigal_genes.fna;2.572069;0.5908527337330375;Parasynechococcus;sp.;KORDI-52;no
GCA_000737535.1;PRJNA207982;SAMN02202183;;;na;;1280380;1280380;Synechococcus sp. KORDI-100;strain=KORDI-100;;latest;Complete Genome;Major;Full;2014/08/04;ASM73753v1;Korea Institute of Ocean Science and Technology;GCF_000737535.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/535/GCA_000737535.1_ASM73753v1;GCA_000737535.1_ASM73753v1;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000737535.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000737535.1_ASM73753v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000737535.1_ASM73753v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000737535.1_ASM73753v1_genomic_prodigal_genes.fna;2.789;0.5749809967730369;Parasynechococcus;sp.;KORDI-100;no
GCA_001628295.1;PRJNA289734;SAMN04534664;LURJ00000000.1;derived from metagenome;na;;1811575;1811575;Synechococcus sp. REDSEA-S01_B1;;REDSEA-S01_B1;latest;Scaffold;Major;Full;2016/04/22;ASM162829v1;King Abdullah University of Science and Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/295/GCA_001628295.1_ASM162829v1;GCA_001628295.1_ASM162829v1;95.2;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_001628295.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_001628295.1_ASM162829v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_001628295.1_ASM162829v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_001628295.1_ASM162829v1_genomic_prodigal_genes.fna;1.799133;0.6276050742218613;Parasynechococcus;sp.;REDSEA-S01_B1;no
GCA_001628325.1;PRJNA289734;SAMN04534665;LURK00000000.1;derived from metagenome;na;;1811576;1811576;Synechococcus sp. REDSEA-S02_B4;;REDSEA-S02_B4;latest;Scaffold;Major;Full;2016/04/22;ASM162832v1;King Abdullah University of Science and Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/325/GCA_001628325.1_ASM162832v1;GCA_001628325.1_ASM162832v1;94.84;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_001628325.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_001628325.1_ASM162832v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_001628325.1_ASM162832v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_001628325.1_ASM162832v1_genomic_prodigal_genes.fna;1.776303;0.62757198518496;Parasynechococcus;sp.;REDSEA-S02_B4;no
GCA_003712085.1;PRJNA497203;SAMN10255226;RHLE00000000.1;derived from metagenome;na;;1979153;1979153;Synechococcus sp. YX04-3;;YX04-3;latest;Contig;Major;Full;2018/11/05;ASM371208v1;Synechococcus sp. YX04-3;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/712/085/GCA_003712085.1_ASM371208v1;GCA_003712085.1_ASM371208v1;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003712085.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003712085.1_ASM371208v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003712085.1_ASM371208v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003712085.1_ASM371208v1_genomic_prodigal_genes.fna;2.45968;0.5930519417159956;Parasynechococcus;marenigrum;YX04-3;no
GCA_002167425.2;PRJNA385857;SAMN06971874;NHBZ00000000.2;derived from metagenome;na;;1986597;1986597;Synechococcus sp. TMED20;;TMED20;latest;Contig;Major;Full;2018/11/25;ASM216742v2;University of Southern California;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/167/425/GCA_002167425.2_ASM216742v2;GCA_002167425.2_ASM216742v2;84.19;;3.53;/home/vini/data/prosyn/./genbank/bacteria/GCA_002167425.2;/home/vini/data/prosyn/processing/genomic_fna/GCA_002167425.2_ASM216742v2_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002167425.2_ASM216742v2_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002167425.2_ASM216742v2_genomic_prodigal_genes.fna;2.603842;0.5623294347352873;Parasynechococcus;sp.;TMED20;no
GCA_002170705.1;PRJNA385857;SAMN06972059;NHJC00000000.1;derived from metagenome;na;;1986598;1986598;Synechococcus sp. TMED205;;TMED205;latest;Contig;Major;Full;2017/06/05;ASM217070v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/170/705/GCA_002170705.1_ASM217070v1;GCA_002170705.1_ASM217070v1;58.32;;5.75;/home/vini/data/prosyn/./genbank/bacteria/GCA_002170705.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002170705.1_ASM217070v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002170705.1_ASM217070v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002170705.1_ASM217070v1_genomic_prodigal_genes.fna;1.280393;0.6308438112360815;Parasynechococcus;sp.;TMED205;no
GCA_002690325.1;PRJNA391943;SAMN07620135;NZED00000000.1;derived from metagenome;na;;2024878;2024878;Synechococcus sp. ARS1019;;ARS 1019;latest;Contig;Major;Full;2017/10/24;ASM269032v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/690/325/GCA_002690325.1_ASM269032v1;GCA_002690325.1_ASM269032v1;88.66;;5.9;/home/vini/data/prosyn/./genbank/bacteria/GCA_002690325.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002690325.1_ASM269032v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002690325.1_ASM269032v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002690325.1_ASM269032v1_genomic_prodigal_genes.fna;2.26021;0.5578140969201977;Parasynechococcus;sp.;ARS 1019;no
GCA_002684175.1;PRJNA391943;SAMN07620137;NYUU00000000.1;derived from metagenome;na;;2024880;2024880;Synechococcus sp. CPC35;;CPC35;latest;Contig;Major;Full;2017/10/24;ASM268417v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/684/175/GCA_002684175.1_ASM268417v1;GCA_002684175.1_ASM268417v1;62.67;;1.68;/home/vini/data/prosyn/./genbank/bacteria/GCA_002684175.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002684175.1_ASM268417v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002684175.1_ASM268417v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002684175.1_ASM268417v1_genomic_prodigal_genes.fna;1.625852;0.5508963915534747;Parasynechococcus;sp.;CPC35;no
GCA_002691345.1;PRJNA391943;SAMN07620139;NZHI00000000.1;derived from metagenome;na;;2024882;2024882;Synechococcus sp. MED650;;MED650;latest;Contig;Major;Full;2017/10/24;ASM269134v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/691/345/GCA_002691345.1_ASM269134v1;GCA_002691345.1_ASM269134v1;80.15;;4.57;/home/vini/data/prosyn/./genbank/bacteria/GCA_002691345.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002691345.1_ASM269134v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002691345.1_ASM269134v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002691345.1_ASM269134v1_genomic_prodigal_genes.fna;1.803804;0.5884597217879548;Parasynechococcus;sp.;MED650;no
GCA_002700765.1;PRJNA391943;SAMN07620140;PAEP00000000.1;derived from metagenome;na;;2024883;2024883;Synechococcus sp. MED850;;MED850;latest;Contig;Major;Full;2017/10/24;ASM270076v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/700/765/GCA_002700765.1_ASM270076v1;GCA_002700765.1_ASM270076v1;76.9;;3.71;/home/vini/data/prosyn/./genbank/bacteria/GCA_002700765.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002700765.1_ASM270076v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002700765.1_ASM270076v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002700765.1_ASM270076v1_genomic_prodigal_genes.fna;1.935913;0.5757686424958146;Parasynechococcus;sp.;MED850;no
GCA_002724845.1;PRJNA391943;SAMN07620143;PBPY00000000.1;derived from metagenome;na;;2024886;2024886;Synechococcus sp. RS344;;RS344;latest;Contig;Major;Full;2017/10/26;ASM272484v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/724/845/GCA_002724845.1_ASM272484v1;GCA_002724845.1_ASM272484v1;76.4;;0.68;/home/vini/data/prosyn/./genbank/bacteria/GCA_002724845.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002724845.1_ASM272484v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002724845.1_ASM272484v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002724845.1_ASM272484v1_genomic_prodigal_genes.fna;1.3432879999999998;0.6220534985796047;Parasynechococcus;sp.;RS344;no
GCA_002706715.1;PRJNA391943;SAMN07620144;PAJY00000000.1;derived from metagenome;na;;2024887;2024887;Synechococcus sp. SAT82;;SAT82;latest;Contig;Major;Full;2017/10/25;ASM270671v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/706/715/GCA_002706715.1_ASM270671v1;GCA_002706715.1_ASM270671v1;54.17;;1.04;/home/vini/data/prosyn/./genbank/bacteria/GCA_002706715.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002706715.1_ASM270671v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002706715.1_ASM270671v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002706715.1_ASM270671v1_genomic_prodigal_genes.fna;1.036905;0.5860884073275758;Parasynechococcus;sp.;SAT82;no
GCA_003539795.1;PRJNA417962;SAMN08019974;DPOG00000000.1;derived from metagenome;na;;2055763;2055763;Synechococcus sp. UBA9887;;UBA9887;latest;Scaffold;Major;Full;2018/09/10;ASM353979v1;University of Queensland;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/539/795/GCA_003539795.1_ASM353979v1;GCA_003539795.1_ASM353979v1;77.94;;1.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003539795.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003539795.1_ASM353979v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003539795.1_ASM353979v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003539795.1_ASM353979v1_genomic_prodigal_genes.fna;1.906611;0.6008677176414067;Parasynechococcus;sp.;UBA9887;no
GCA_003526105.1;PRJNA417962;SAMN08020301;DQAX00000000.1;"derived from metagenome ; fragmented assembly";na;;2055764;2055764;Synechococcus sp. UBA8071;;UBA8071;latest;Scaffold;Major;Full;2018/09/10;ASM352610v1;University of Queensland;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/526/105/GCA_003526105.1_ASM352610v1;GCA_003526105.1_ASM352610v1;60.42;;0.68;/home/vini/data/prosyn/./genbank/bacteria/GCA_003526105.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003526105.1_ASM352610v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003526105.1_ASM352610v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003526105.1_ASM352610v1_genomic_prodigal_genes.fna;1.261302;0.5907356049542457;Parasynechococcus;sp.;UBA8071;no
GCA_003211535.1;PRJNA445865;SAMN08886580;QCSJ00000000.1;derived from single cell;na;;2161938;2161938;Synechococcus sp. AG-670-A05;;AG-670-A05;latest;Contig;Major;Full;2018/06/12;ASM321153v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/535/GCA_003211535.1_ASM321153v1;GCA_003211535.1_ASM321153v1;81.39;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211535.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211535.1_ASM321153v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211535.1_ASM321153v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211535.1_ASM321153v1_genomic_prodigal_genes.fna;2.005017;0.5739243108661921;Parasynechococcus;sp.;AG-670-A05;no
GCA_003209165.1;PRJNA445865;SAMN08886582;QCSL00000000.1;derived from single cell;na;;2161940;2161940;Synechococcus sp. AG-670-B23;;AG-670-B23;latest;Contig;Major;Full;2018/06/12;ASM320916v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/165/GCA_003209165.1_ASM320916v1;GCA_003209165.1_ASM320916v1;86.46;;0.41;/home/vini/data/prosyn/./genbank/bacteria/GCA_003209165.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003209165.1_ASM320916v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003209165.1_ASM320916v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003209165.1_ASM320916v1_genomic_prodigal_genes.fna;2.266122;0.5691383782514798;Parasynechococcus;sp.;AG-670-B23;no
GCA_003209135.1;PRJNA445865;SAMN08886583;QCSM00000000.1;derived from single cell;na;;2161941;2161941;Synechococcus sp. AG-670-D07;;AG-670-D07;latest;Contig;Major;Full;2018/06/12;ASM320913v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/135/GCA_003209135.1_ASM320913v1;GCA_003209135.1_ASM320913v1;51.98;;0.95;/home/vini/data/prosyn/./genbank/bacteria/GCA_003209135.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003209135.1_ASM320913v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003209135.1_ASM320913v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003209135.1_ASM320913v1_genomic_prodigal_genes.fna;1.51431;0.5604849733542009;Parasynechococcus;sp.;AG-670-D07;no
GCA_003211515.1;PRJNA445865;SAMN08886584;QCSN00000000.1;derived from single cell;na;;2161942;2161942;Synechococcus sp. AG-670-F04;;AG-670-F04;latest;Contig;Major;Full;2018/06/12;ASM321151v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/515/GCA_003211515.1_ASM321151v1;GCA_003211515.1_ASM321151v1;68.07;;0.14;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211515.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211515.1_ASM321151v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211515.1_ASM321151v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211515.1_ASM321151v1_genomic_prodigal_genes.fna;2.247766;0.5272074584276121;Parasynechococcus;sp.;AG-670-F04;no
GCA_003211255.1;PRJNA445865;SAMN08886602;QCTF00000000.1;derived from single cell;na;;2161946;2161946;Synechococcus sp. AG-673-A10;;AG-673-A10;latest;Contig;Major;Full;2018/06/12;ASM321125v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/255/GCA_003211255.1_ASM321125v1;GCA_003211255.1_ASM321125v1;58.11;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211255.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211255.1_ASM321125v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211255.1_ASM321125v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211255.1_ASM321125v1_genomic_prodigal_genes.fna;1.6052959999999998;0.5544541318236637;Parasynechococcus;sp.;AG-673-A10;no
GCA_003209035.1;PRJNA445865;SAMN08886604;QCTH00000000.1;derived from single cell;na;;2161947;2161947;Synechococcus sp. AG-673-B08;;AG-673-B08;latest;Contig;Major;Full;2018/06/12;ASM320903v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/035/GCA_003209035.1_ASM320903v1;GCA_003209035.1_ASM320903v1;52.05;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003209035.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003209035.1_ASM320903v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003209035.1_ASM320903v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003209035.1_ASM320903v1_genomic_prodigal_genes.fna;1.566036;0.5537912282987109;Parasynechococcus;sp.;AG-673-B08;no
GCA_003208975.1;PRJNA445865;SAMN08886621;QCTY00000000.1;derived from single cell;na;;2161952;2161952;Synechococcus sp. AG-676-F02;;AG-676-F02;latest;Contig;Major;Full;2018/06/12;ASM320897v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/975/GCA_003208975.1_ASM320897v1;GCA_003208975.1_ASM320897v1;54.7;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003208975.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003208975.1_ASM320897v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003208975.1_ASM320897v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003208975.1_ASM320897v1_genomic_prodigal_genes.fna;1.527331;0.554188974099262;Parasynechococcus;sp.;AG-676-F02;no
